Respondent_ID,Household_ID,PSU_ID,Stratum,Zone,State,Urban_Rural,Household_Size,Monthly_Income,Age,Gender,Education,Employment,Response_Probability,Survey_Time_Min,Travel_Difficulty,GPS_Distance_km,Team_Assigned,Team_Experience_Years,Interview_Cost,Sampling_Weight,Response_Status
R00168,HH0067,PSU120,Urban,North,Delhi,Urban,5,37391,47,Male,Graduate,Self-employed,0.65,36,5,15.4,Team_C,7,24.71,0.82,Completed
R00169,HH0068,PSU197,Urban,South,Karnataka,Urban,8,83791,54,Female,Graduate,Unemployed,0.72,51,3,13.0,Team_C,6,24.31,1.59,Completed
R00170,HH0068,PSU125,Urban,East,West Bengal,Urban,2,119034,18,Male,Graduate,Self-employed,0.77,29,3,10.1,Team_B,10,18.17,2.39,Completed
R00171,HH0068,PSU156,Urban,South,Kerala,Urban,3,115185,52,Female,Primary,Self-employed,0.86,24,1,4.1,Team_D,5,11.87,1.34,Completed
R00172,HH0068,PSU101,Urban,North,Delhi,Urban,8,58231,26,Female,Higher Secondary,Student,0.8,44,3,9.4,Team_B,9,19.75,0.82,Not Available
R00173,HH0068,PSU173,Urban,West,Maharashtra,Urban,7,104117,45,Male,Graduate,Salaried,0.87,41,1,6.7,Team_C,1,15.15,1.68,Completed
R00174,HH0069,PSU175,Urban,North,Haryana,Urban,5,97882,22,Male,Graduate,Salaried,0.86,33,2,10.1,Team_B,8,17.74,2.46,Refused
R00175,HH0069,PSU164,Urban,North,Haryana,Urban,5,106703,49,Female,Postgraduate,Salaried,0.85,35,2,8.3,Team_D,6,17.23,2.05,Completed
R00176,HH0069,PSU143,Urban,South,Karnataka,Urban,5,109679,51,Male,Higher Secondary,Self-employed,0.85,33,1,5.6,Team_A,4,13.8,2.46,Completed
R00177,HH0069,PSU195,Urban,South,Kerala,Urban,2,88515,57,Female,Graduate,Unemployed,0.89,23,1,6.6,Team_A,1,12.94,1.4,Not Available
R00178,HH0069,PSU174,Urban,East,Bihar,Urban,3,30756,24,Female,Graduate,Self-employed,0.73,28,3,10.4,Team_A,1,18.51,2.42,Completed
R00179,HH0070,PSU161,Urban,West,Maharashtra,Urban,2,97610,40,Female,Higher Secondary,Self-employed,0.91,28,1,4.3,Team_A,6,12.67,1.91,Completed
R00180,HH0071,PSU177,Urban,East,West Bengal,Urban,6,38806,33,Male,Graduate,Student,0.74,42,3,11.4,Team_B,3,21.33,1.23,Completed
R00181,HH0071,PSU196,Urban,North,Punjab,Urban,7,31026,45,Female,Graduate,Student,0.74,47,3,12.5,Team_A,8,23.52,1.74,Completed
R00182,HH0071,PSU125,Urban,North,Delhi,Urban,5,61211,44,Female,Secondary,Farmer,0.86,38,1,5.9,Team_D,8,14.35,1.83,Completed
R00183,HH0071,PSU157,Urban,South,Tamil Nadu,Urban,8,33145,24,Female,Postgraduate,Self-employed,0.79,43,3,9.9,Team_A,5,19.61,2.5,Refused
R00184,HH0071,PSU104,Urban,West,Gujarat,Urban,2,105133,27,Male,Secondary,Self-employed,0.84,22,2,10.2,Team_C,9,16.67,1.18,Completed
R00185,HH0072,PSU145,Urban,East,Odisha,Urban,6,85688,23,Male,Secondary,Unemployed,0.9,41,1,4.5,Team_B,4,13.72,2.01,Completed
R00186,HH0072,PSU105,Urban,North,Delhi,Urban,2,86584,65,Male,Secondary,Self-employed,0.8,28,2,9.5,Team_B,8,16.44,0.93,Completed
R00187,HH0072,PSU177,Urban,South,Karnataka,Urban,2,89937,36,Female,Higher Secondary,Self-employed,0.91,25,1,4.2,Team_C,4,11.58,1.22,Completed
R00188,HH0072,PSU166,Urban,West,Gujarat,Urban,3,78357,28,Male,Higher Secondary,Farmer,0.79,23,2,8.7,Team_D,10,14.92,0.88,Not Available
R00189,HH0072,PSU101,Urban,East,Bihar,Urban,2,32128,45,Female,Graduate,Unemployed,0.88,29,1,5.8,Team_D,2,13.32,1.44,Completed
R00190,HH0072,PSU150,Urban,South,Kerala,Urban,6,43914,39,Male,Higher Secondary,Student,0.88,41,1,5.1,Team_C,6,15.59,2.11,Completed
R00191,HH0072,PSU187,Urban,South,Tamil Nadu,Urban,5,57167,75,Female,Secondary,Unemployed,0.8,36,2,9.0,Team_B,2,17.02,1.54,Completed
R00192,HH0073,PSU195,Urban,West,Maharashtra,Urban,4,44557,44,Male,Postgraduate,Unemployed,0.89,33,1,4.0,Team_C,10,12.37,1.92,Completed
R00193,HH0073,PSU183,Urban,West,Rajasthan,Urban,8,78472,40,Female,Graduate,Unemployed,0.87,44,1,4.0,Team_A,10,14.5,1.29,Completed
R00194,HH0074,PSU146,Urban,North,Haryana,Urban,7,95585,32,Male,Postgraduate,Student,0.9,37,1,4.6,Team_D,10,12.85,1.4,Completed
R00195,HH0074,PSU115,Urban,North,Punjab,Urban,2,56224,18,Female,Secondary,Unemployed,0.73,22,3,13.2,Team_B,7,19.12,2.5,Completed
R00196,HH0075,PSU141,Urban,East,Bihar,Urban,8,56640,47,Female,Primary,Unemployed,0.91,47,1,5.0,Team_A,8,15.97,1.06,Not Available
R00197,HH0075,PSU191,Urban,North,Haryana,Urban,8,57833,36,Female,Postgraduate,Self-employed,0.87,30,1,4.8,Team_C,2,12.28,2.17,Completed
R00198,HH0075,PSU125,Urban,North,Punjab,Urban,5,108652,18,Female,Graduate,Self-employed,0.65,36,5,18.7,Team_A,6,27.38,1.95,Completed
R00199,HH0075,PSU124,Urban,East,West Bengal,Urban,2,43382,49,Male,Postgraduate,Salaried,0.89,27,1,6.2,Team_D,1,13.22,2.1,Completed
R00200,HH0076,PSU111,Urban,East,Odisha,Urban,4,55791,36,Female,Higher Secondary,Salaried,0.78,35,3,13.2,Team_A,1,20.8,0.99,Completed
R00201,HH0077,PSU120,Urban,West,Maharashtra,Urban,6,75068,53,Male,Higher Secondary,Self-employed,0.85,36,1,7.1,Team_A,4,16.31,2.23,Completed
R00202,HH0077,PSU136,Urban,West,Rajasthan,Urban,4,118282,38,Male,Graduate,Farmer,0.84,33,1,4.6,Team_D,9,12.42,1.15,Completed
R00203,HH0078,PSU156,Urban,North,Punjab,Urban,7,60599,26,Female,Postgraduate,Self-employed,0.62,45,5,15.8,Team_B,5,25.84,1.3,Completed
R00204,HH0079,PSU182,Urban,West,Rajasthan,Urban,3,107871,60,Female,Secondary,Unemployed,0.78,32,3,13.0,Team_B,6,20.02,1.07,Refused
R00205,HH0079,PSU169,Urban,North,Punjab,Urban,5,30273,46,Female,Higher Secondary,Student,0.85,31,2,7.3,Team_C,7,14.77,2.1,Refused
R00206,HH0080,PSU120,Urban,East,Bihar,Urban,2,40110,33,Male,Higher Secondary,Salaried,0.89,26,1,5.8,Team_C,2,13.51,2.44,Completed
R00207,HH0081,PSU172,Urban,South,Kerala,Urban,5,47212,35,Female,Higher Secondary,Farmer,0.92,37,1,4.1,Team_D,9,13.72,1.75,Completed
R00208,HH0081,PSU141,Urban,North,Punjab,Urban,7,58981,43,Female,Secondary,Salaried,0.73,36,3,10.0,Team_A,4,20.19,0.83,Completed
R00209,HH0082,PSU124,Urban,West,Gujarat,Urban,7,51850,37,Female,Higher Secondary,Student,0.86,41,2,7.4,Team_B,1,17.69,1.61,Completed
R00210,HH0082,PSU169,Urban,North,Punjab,Urban,5,91383,53,Male,Secondary,Student,0.88,34,1,4.9,Team_C,8,14.2,2.1,Completed
R00211,HH0083,PSU111,Urban,South,Tamil Nadu,Urban,2,47615,30,Female,Primary,Farmer,0.8,20,3,12.0,Team_A,6,18.94,0.83,Completed
R00212,HH0084,PSU126,Urban,East,West Bengal,Urban,2,79302,43,Male,Postgraduate,Farmer,0.73,17,4,15.7,Team_C,1,22.42,2.1,Completed
R00213,HH0084,PSU103,Urban,North,Haryana,Urban,4,108969,33,Male,Graduate,Student,0.91,32,1,6.7,Team_B,8,15.45,2.48,Completed
R00214,HH0085,PSU102,Urban,West,Rajasthan,Urban,8,43839,50,Female,Secondary,Self-employed,0.75,46,3,9.5,Team_D,6,20.46,2.44,Completed
R00215,HH0085,PSU179,Urban,East,West Bengal,Urban,7,86542,55,Male,Secondary,Self-employed,0.9,33,1,4.1,Team_A,9,12.58,2.3,Completed
R00216,HH0085,PSU183,Urban,South,Karnataka,Urban,3,45233,75,Female,Postgraduate,Self-employed,0.89,22,1,6.9,Team_D,9,13.87,2.3,Completed
R00217,HH0085,PSU192,Urban,West,Gujarat,Urban,5,64149,26,Female,Primary,Unemployed,0.86,38,1,4.4,Team_D,9,13.16,2.19,Completed
R00218,HH0086,PSU131,Urban,West,Maharashtra,Urban,7,117787,49,Male,Graduate,Unemployed,0.78,38,2,8.2,Team_A,10,17.01,1.6,Completed
R00219,HH0086,PSU172,Urban,West,Gujarat,Urban,6,44406,46,Female,Primary,Unemployed,0.92,35,1,7.0,Team_D,6,14.73,1.61,Completed
R00220,HH0086,PSU114,Urban,West,Maharashtra,Urban,3,48939,31,Female,Higher Secondary,Unemployed,0.89,31,1,6.2,Team_B,3,13.98,1.63,Completed
R00221,HH0086,PSU172,Urban,West,Maharashtra,Urban,3,31770,36,Male,Higher Secondary,Unemployed,0.84,27,2,10.2,Team_A,9,16.71,1.95,Completed
R00222,HH0086,PSU164,Urban,North,Haryana,Urban,8,45896,33,Female,Graduate,Farmer,0.73,42,3,10.7,Team_B,7,19.75,1.5,Refused
R00223,HH0086,PSU180,Urban,North,Punjab,Urban,3,42788,51,Male,Secondary,Farmer,0.85,25,1,4.3,Team_A,5,11.08,1.58,Refused
R00224,HH0086,PSU102,Urban,North,Haryana,Urban,8,109912,36,Male,Secondary,Student,0.84,45,2,7.1,Team_B,10,17.78,1.15,Completed
R00225,HH0086,PSU182,Urban,West,Maharashtra,Urban,7,58677,49,Female,Graduate,Salaried,0.73,42,3,11.8,Team_C,4,20.76,1.54,Refused
R00226,HH0087,PSU161,Urban,South,Kerala,Urban,6,118402,37,Female,Postgraduate,Self-employed,0.82,43,2,8.5,Team_B,6,17.45,2.02,Completed
R00227,HH0087,PSU161,Urban,North,Punjab,Urban,7,75907,52,Female,Graduate,Unemployed,0.78,45,3,9.9,Team_D,5,21.14,2.11,Completed
R00228,HH0088,PSU188,Urban,North,Haryana,Urban,8,45875,48,Female,Secondary,Farmer,0.8,48,2,10.6,Team_C,9,21.09,1.38,Completed
R00229,HH0088,PSU179,Urban,West,Rajasthan,Urban,5,90087,46,Female,Graduate,Farmer,0.67,37,4,16.2,Team_A,2,24.22,1.4,Refused
R00230,HH0088,PSU135,Urban,North,Haryana,Urban,8,37168,29,Female,Graduate,Self-employed,0.87,42,1,4.1,Team_C,7,13.77,1.51,Completed
R00231,HH0088,PSU190,Urban,West,Rajasthan,Urban,4,87849,33,Female,Primary,Unemployed,0.8,36,2,9.2,Team_B,4,17.22,0.98,Not Available
R00232,HH0088,PSU105,Urban,North,Haryana,Urban,3,52458,25,Male,Secondary,Self-employed,0.73,34,4,14.7,Team_B,5,22.39,1.69,Completed
R00233,HH0089,PSU189,Urban,South,Karnataka,Urban,2,95379,21,Male,Primary,Self-employed,0.84,24,1,4.7,Team_A,6,12.46,1.77,Completed
R00234,HH0089,PSU110,Urban,South,Tamil Nadu,Urban,7,96156,30,Male,Graduate,Unemployed,0.91,45,1,7.5,Team_D,9,16.63,1.5,Completed
R00235,HH0090,PSU175,Urban,South,Kerala,Urban,4,39561,18,Female,Primary,Self-employed,0.8,37,2,8.3,Team_C,2,17.94,1.21,Refused
R00236,HH0090,PSU113,Urban,South,Karnataka,Urban,4,83445,28,Male,Graduate,Self-employed,0.83,32,2,6.8,Team_D,5,16.07,2.02,Refused
R00237,HH0090,PSU105,Urban,East,Bihar,Urban,4,41064,21,Male,Graduate,Student,0.83,36,2,7.3,Team_C,9,15.86,0.83,Completed
R00238,HH0091,PSU140,Urban,South,Karnataka,Urban,6,73902,39,Male,Secondary,Salaried,0.86,40,1,7.2,Team_D,9,16.19,1.71,Not Available
R00239,HH0091,PSU129,Urban,South,Karnataka,Urban,8,91903,24,Female,Higher Secondary,Salaried,0.9,45,1,5.5,Team_D,4,15.54,1.24,Completed
R00240,HH0091,PSU162,Urban,North,Haryana,Urban,2,96732,38,Female,Higher Secondary,Unemployed,0.85,26,2,8.1,Team_D,7,16.35,2.0,Completed
R00241,HH0091,PSU198,Urban,South,Tamil Nadu,Urban,4,92678,21,Female,Primary,Student,0.84,29,2,8.2,Team_B,3,16.38,0.94,Completed
R00242,HH0091,PSU194,Urban,North,Haryana,Urban,2,58646,18,Male,Postgraduate,Unemployed,0.73,23,3,13.1,Team_B,8,20.72,1.02,Completed
R00243,HH0091,PSU142,Urban,West,Gujarat,Urban,8,39347,35,Female,Postgraduate,Student,0.83,47,2,8.7,Team_C,6,19.6,1.5,Completed
R00244,HH0091,PSU185,Urban,North,Delhi,Urban,2,112513,43,Female,Primary,Salaried,0.83,32,2,9.1,Team_A,10,16.67,1.75,Completed
R00245,HH0091,PSU120,Urban,North,Haryana,Urban,2,102608,28,Female,Postgraduate,Student,0.87,25,1,7.7,Team_A,9,14.17,1.0,Completed
R00246,HH0091,PSU164,Urban,North,Punjab,Urban,4,60664,19,Male,Graduate,Farmer,0.82,33,2,7.4,Team_B,9,16.76,1.05,Completed
R00247,HH0091,PSU117,Urban,West,Gujarat,Urban,7,102149,56,Female,Graduate,Farmer,0.85,39,2,10.4,Team_B,5,19.24,1.08,Completed
R00248,HH0092,PSU140,Urban,East,Odisha,Urban,7,60314,24,Male,Graduate,Student,0.89,46,1,4.4,Team_C,7,15.99,0.97,Completed
R00249,HH0093,PSU119,Urban,East,West Bengal,Urban,7,60110,18,Female,Secondary,Student,0.91,39,1,4.2,Team_C,1,13.4,1.75,Completed
R00250,HH0094,PSU159,Urban,East,Odisha,Urban,8,68683,34,Male,Primary,Farmer,0.84,41,2,7.5,Team_C,1,17.89,2.3,Completed
R00251,HH0094,PSU185,Urban,South,Kerala,Urban,6,57568,31,Female,Higher Secondary,Self-employed,0.9,39,1,6.9,Team_A,8,15.59,1.21,Completed
R00252,HH0094,PSU112,Urban,West,Gujarat,Urban,2,56170,18,Male,Postgraduate,Self-employed,0.68,29,4,12.5,Team_C,8,21.75,1.53,Not Available
R00253,HH0094,PSU178,Urban,East,West Bengal,Urban,2,111818,37,Male,Higher Secondary,Self-employed,0.9,32,1,6.9,Team_A,8,15.79,2.23,Completed
R00254,HH0094,PSU167,Urban,West,Maharashtra,Urban,4,91124,20,Male,Graduate,Salaried,0.89,27,1,5.3,Team_B,10,12.63,1.2,Completed
R00255,HH0095,PSU165,Urban,East,Bihar,Urban,3,35723,58,Female,Postgraduate,Salaried,0.86,24,2,9.1,Team_C,10,16.41,1.22,Completed
R00256,HH0095,PSU163,Urban,East,West Bengal,Urban,6,116432,25,Male,Graduate,Student,0.87,26,1,6.6,Team_B,9,13.43,1.17,Completed
R00257,HH0096,PSU167,Urban,West,Maharashtra,Urban,4,106591,21,Male,Postgraduate,Self-employed,0.86,34,1,4.7,Team_B,9,13.93,1.33,Completed
R00258,HH0096,PSU145,Urban,South,Tamil Nadu,Urban,5,103463,60,Male,Secondary,Unemployed,0.86,31,1,7.3,Team_A,9,15.13,1.42,Not Available
R00259,HH0096,PSU169,Urban,North,Delhi,Urban,7,94217,50,Male,Postgraduate,Salaried,0.88,32,1,7.2,Team_C,9,15.81,1.87,Completed
R00260,HH0097,PSU144,Urban,East,Odisha,Urban,7,99626,41,Female,Higher Secondary,Farmer,0.89,44,1,5.1,Team_D,2,15.11,2.46,Completed
R00261,HH0098,PSU139,Urban,East,Odisha,Urban,7,116477,54,Female,Secondary,Salaried,0.67,43,4,13.4,Team_B,5,23.94,1.85,Completed
R00262,HH0098,PSU126,Urban,East,Odisha,Urban,4,101334,34,Male,Graduate,Student,0.86,31,1,5.2,Team_A,7,14.08,0.8,Completed
R00263,HH0099,PSU119,Urban,East,Odisha,Urban,3,71222,37,Female,Graduate,Salaried,0.86,23,1,3.8,Team_C,4,10.28,1.38,Refused
R00264,HH0099,PSU155,Urban,East,Bihar,Urban,7,49043,37,Male,Secondary,Self-employed,0.88,39,1,6.3,Team_D,3,14.98,1.97,Completed
R00265,HH0100,PSU199,Urban,North,Punjab,Urban,4,99610,42,Male,Graduate,Salaried,0.81,33,2,8.0,Team_C,1,16.0,1.36,Completed
R00266,HH0100,PSU182,Urban,West,Gujarat,Urban,5,86144,64,Male,Primary,Self-employed,0.66,32,4,15.0,Team_A,2,23.33,0.83,Completed
R00267,HH0100,PSU136,Urban,South,Tamil Nadu,Urban,6,45433,31,Male,Secondary,Salaried,0.92,36,1,5.3,Team_B,5,13.63,1.95,Completed
R00268,HH0100,PSU119,Urban,East,Odisha,Urban,6,37140,56,Female,Secondary,Student,0.86,43,1,4.7,Team_D,2,14.9,1.1,Completed
R00269,HH0100,PSU116,Urban,East,Bihar,Urban,6,92814,33,Male,Graduate,Student,0.84,45,1,6.5,Team_A,3,16.34,2.29,Completed
R00270,HH0101,PSU184,Urban,North,Punjab,Urban,8,110448,18,Female,Higher Secondary,Salaried,0.92,41,1,5.9,Team_D,3,15.47,2.08,Completed
R00271,HH0101,PSU166,Urban,East,Odisha,Urban,6,41906,45,Female,Secondary,Self-employed,0.72,46,4,13.2,Team_D,6,23.94,2.21,Completed
R00272,HH0102,PSU184,Urban,East,Bihar,Urban,4,112653,35,Male,Higher Secondary,Self-employed,0.84,31,1,5.3,Team_B,9,13.8,2.47,Completed
R00273,HH0102,PSU146,Urban,South,Karnataka,Urban,8,88677,39,Female,Graduate,Farmer,0.84,46,2,8.3,Team_D,3,18.79,1.63,Completed
R00274,HH0102,PSU112,Urban,South,Tamil Nadu,Urban,3,49916,57,Male,Higher Secondary,Self-employed,0.7,36,4,14.6,Team_C,3,23.42,0.9,Refused
R00275,HH0102,PSU115,Urban,West,Maharashtra,Urban,5,38894,36,Male,Higher Secondary,Salaried,0.75,43,3,10.8,Team_B,2,20.17,1.94,Completed
R00276,HH0102,PSU107,Urban,South,Karnataka,Urban,5,104326,37,Male,Graduate,Student,0.84,35,2,6.8,Team_A,8,15.04,1.18,Completed
R00277,HH0103,PSU128,Urban,South,Kerala,Urban,5,66604,50,Female,Graduate,Self-employed,0.67,34,5,16.9,Team_A,7,25.34,1.29,Completed
R00278,HH0103,PSU163,Urban,East,Odisha,Urban,8,83877,46,Female,Secondary,Self-employed,0.79,50,3,10.6,Team_C,10,22.44,1.59,Completed
R00279,HH0103,PSU149,Urban,South,Kerala,Urban,7,34613,43,Female,Higher Secondary,Farmer,0.92,36,1,4.0,Team_C,3,13.14,0.83,Completed
R00280,HH0104,PSU107,Urban,East,Odisha,Urban,6,100238,51,Male,Postgraduate,Salaried,0.83,35,2,10.4,Team_B,5,19.0,1.0,Completed
R00281,HH0105,PSU124,Urban,East,Odisha,Urban,7,55479,53,Male,Postgraduate,Salaried,0.76,42,3,12.5,Team_A,7,22.36,0.8,Completed
R00282,HH0105,PSU129,Urban,South,Karnataka,Urban,5,100187,60,Female,Higher Secondary,Salaried,0.71,40,4,13.7,Team_A,9,23.48,2.46,Refused
R00283,HH0105,PSU141,Urban,West,Gujarat,Urban,5,60649,45,Female,Primary,Self-employed,0.83,30,2,7.7,Team_B,6,15.26,1.43,Completed
R00284,HH0106,PSU104,Urban,West,Maharashtra,Urban,4,32603,40,Female,Postgraduate,Salaried,0.87,36,1,6.8,Team_D,10,14.61,1.64,Completed
R00285,HH0106,PSU142,Urban,East,Bihar,Urban,5,96112,25,Female,Postgraduate,Farmer,0.82,29,2,8.7,Team_D,10,16.17,1.14,Refused
R00286,HH0106,PSU188,Urban,North,Haryana,Urban,8,46806,18,Female,Secondary,Unemployed,0.88,40,1,6.2,Team_C,7,14.57,2.33,Completed
R00287,HH0106,PSU139,Urban,West,Rajasthan,Urban,2,35994,18,Male,Higher Secondary,Salaried,0.78,24,3,11.6,Team_A,2,18.77,1.25,Completed
R00288,HH0106,PSU186,Urban,South,Tamil Nadu,Urban,3,93101,35,Female,Graduate,Self-employed,0.72,28,3,10.8,Team_D,5,18.81,0.94,Completed
R00289,HH0106,PSU126,Urban,North,Punjab,Urban,5,74413,37,Male,Primary,Self-employed,0.91,27,1,3.9,Team_B,9,11.27,2.28,Completed
R00290,HH0106,PSU132,Urban,West,Gujarat,Urban,6,30327,37,Female,Graduate,Salaried,0.74,37,3,9.8,Team_D,4,18.31,1.58,Completed
R00291,HH0107,PSU100,Urban,North,Punjab,Urban,3,93539,39,Male,Higher Secondary,Self-employed,0.84,32,2,6.9,Team_A,1,15.24,0.95,Completed
R00292,HH0108,PSU181,Urban,South,Kerala,Urban,5,119798,35,Female,Secondary,Farmer,0.91,24,1,4.0,Team_A,1,11.9,1.04,Completed
R00293,HH0108,PSU199,Urban,West,Rajasthan,Urban,8,119618,46,Female,Graduate,Student,0.76,43,3,11.6,Team_C,7,21.16,1.39,Completed
R00294,HH0108,PSU179,Urban,East,Odisha,Urban,6,94896,48,Male,Higher Secondary,Student,0.81,42,2,10.6,Team_D,5,20.36,1.17,Completed
R00295,HH0108,PSU157,Urban,East,Odisha,Urban,7,100001,53,Male,Postgraduate,Farmer,0.77,39,3,13.1,Team_B,8,21.95,1.84,Completed
R00296,HH0109,PSU154,Urban,East,Bihar,Urban,2,103010,41,Male,Higher Secondary,Unemployed,0.89,22,1,7.1,Team_B,4,13.42,1.04,Completed
R00297,HH0110,PSU187,Urban,West,Gujarat,Urban,7,79667,28,Female,Postgraduate,Salaried,0.79,43,3,10.9,Team_C,4,21.46,1.83,Completed
R00298,HH0110,PSU147,Urban,North,Haryana,Urban,3,39697,35,Female,Higher Secondary,Student,0.84,34,2,8.5,Team_C,8,16.35,0.9,Completed
R00299,HH0111,PSU103,Urban,South,Kerala,Urban,3,58656,48,Female,Graduate,Self-employed,0.77,32,3,10.4,Team_B,8,18.32,1.04,Completed
R00300,HH0111,PSU133,Urban,East,Odisha,Urban,8,101974,18,Male,Postgraduate,Salaried,0.88,43,1,5.7,Team_A,3,16.24,0.9,Completed
R00301,HH0112,PSU118,Urban,East,Odisha,Urban,4,61445,27,Female,Graduate,Salaried,0.86,31,1,5.3,Team_A,5,13.0,1.1,Completed
R00302,HH0112,PSU181,Urban,South,Kerala,Urban,7,104533,36,Female,Higher Secondary,Self-employed,0.91,38,1,6.4,Team_C,8,16.41,2.14,Completed
R00303,HH0112,PSU196,Urban,North,Punjab,Urban,7,65122,43,Female,Primary,Student,0.83,43,2,10.4,Team_C,6,19.21,1.69,Completed
R00304,HH0112,PSU136,Urban,South,Karnataka,Urban,2,73571,18,Male,Graduate,Unemployed,0.8,36,3,9.7,Team_C,3,18.38,1.63,Completed
R00305,HH0112,PSU100,Urban,West,Maharashtra,Urban,2,101439,61,Male,Postgraduate,Salaried,0.8,26,3,9.6,Team_A,9,17.34,2.03,Completed
R00306,HH0113,PSU134,Urban,East,Odisha,Urban,4,91604,43,Female,Graduate,Student,0.83,28,2,9.6,Team_D,2,16.69,2.24,Completed
R00307,HH0114,PSU108,Urban,South,Kerala,Urban,7,39514,40,Female,Postgraduate,Salaried,0.92,45,1,5.8,Team_C,10,15.12,1.01,Refused
R00308,HH0114,PSU106,Urban,North,Punjab,Urban,5,75481,75,Male,Graduate,Student,0.75,32,3,11.9,Team_C,8,19.68,2.33,Completed
R00309,HH0114,PSU198,Urban,West,Rajasthan,Urban,4,40156,39,Male,Graduate,Self-employed,0.75,34,3,11.4,Team_C,6,20.69,1.17,Completed
R00310,HH0114,PSU128,Urban,South,Kerala,Urban,8,54417,32,Female,Graduate,Student,0.73,45,3,12.9,Team_D,5,23.33,1.01,Completed
R00311,HH0115,PSU169,Urban,North,Punjab,Urban,6,104057,30,Female,Graduate,Self-employed,0.85,43,2,7.7,Team_B,2,17.5,0.96,Refused
R00312,HH0115,PSU190,Urban,South,Tamil Nadu,Urban,6,77745,18,Male,Primary,Unemployed,0.87,38,1,4.3,Team_C,7,13.47,1.91,Completed
R00313,HH0116,PSU175,Urban,North,Delhi,Urban,2,114887,31,Male,Secondary,Unemployed,0.67,35,5,18.1,Team_C,6,26.47,1.73,Completed
R00314,HH0117,PSU118,Urban,South,Karnataka,Urban,7,110924,30,Male,Secondary,Student,0.89,36,1,6.0,Team_D,10,15.32,2.07,Completed
R00315,HH0118,PSU198,Urban,South,Karnataka,Urban,2,104709,43,Male,Secondary,Salaried,0.9,17,1,4.4,Team_A,1,11.1,1.81,Completed
R00316,HH0119,PSU108,Urban,North,Delhi,Urban,4,33889,30,Male,Primary,Unemployed,0.73,30,3,12.8,Team_C,7,21.43,1.65,Completed
R00317,HH0119,PSU178,Urban,North,Delhi,Urban,6,91367,46,Female,Secondary,Salaried,0.76,39,3,11.5,Team_A,10,21.26,1.87,Completed
R00318,HH0119,PSU153,Urban,North,Punjab,Urban,3,98000,46,Female,Higher Secondary,Student,0.66,25,4,15.9,Team_B,3,22.08,1.42,Completed
R00319,HH0119,PSU171,Urban,West,Rajasthan,Urban,8,34102,50,Male,Postgraduate,Student,0.83,47,2,7.2,Team_B,3,17.84,2.19,Refused
R00320,HH0119,PSU196,Urban,North,Punjab,Urban,6,117997,39,Male,Graduate,Self-employed,0.84,40,2,9.9,Team_B,4,19.36,1.82,Completed
R00321,HH0120,PSU136,Urban,East,Bihar,Urban,8,50847,43,Female,Secondary,Salaried,0.73,42,3,9.5,Team_C,5,19.44,1.73,Completed
R00322,HH0120,PSU116,Urban,West,Maharashtra,Urban,6,94855,42,Female,Graduate,Unemployed,0.9,36,1,4.3,Team_C,10,12.68,0.9,Not Available
R00323,HH0120,PSU102,Urban,West,Maharashtra,Urban,6,95083,24,Male,Graduate,Farmer,0.85,38,1,6.7,Team_D,5,14.91,1.23,Completed
R00324,HH0121,PSU154,Urban,East,West Bengal,Urban,6,57419,23,Male,Postgraduate,Self-employed,0.74,43,4,15.7,Team_C,8,24.52,2.29,Completed
R00325,HH0122,PSU144,Urban,East,West Bengal,Urban,8,52597,37,Male,Secondary,Self-employed,0.89,36,1,4.8,Team_D,6,13.15,1.04,Completed
R00326,HH0122,PSU128,Urban,North,Punjab,Urban,4,34840,53,Male,Higher Secondary,Unemployed,0.72,36,4,13.8,Team_A,3,23.21,2.04,Completed
R00327,HH0122,PSU188,Urban,North,Punjab,Urban,4,46584,41,Female,Graduate,Farmer,0.76,36,3,13.2,Team_C,3,21.57,2.04,Completed
R00328,HH0123,PSU198,Urban,West,Gujarat,Urban,4,95614,40,Male,Graduate,Student,0.85,33,2,10.2,Team_A,1,18.04,1.05,Refused
R00329,HH0123,PSU118,Urban,West,Maharashtra,Urban,6,117834,45,Male,Higher Secondary,Student,0.84,41,1,6.8,Team_A,5,15.9,1.63,Completed
R00330,HH0123,PSU132,Urban,North,Delhi,Urban,3,54532,58,Male,Postgraduate,Self-employed,0.87,34,1,6.5,Team_A,5,15.31,2.14,Completed
R00331,HH0124,PSU135,Urban,East,West Bengal,Urban,4,83520,35,Male,Postgraduate,Salaried,0.85,35,2,6.8,Team_A,10,16.39,1.35,Completed
R00332,HH0124,PSU144,Urban,North,Delhi,Urban,7,111456,34,Female,Graduate,Self-employed,0.87,38,1,5.7,Team_C,10,15.3,1.75,Completed
R00333,HH0125,PSU124,Urban,South,Tamil Nadu,Urban,4,79109,54,Male,Higher Secondary,Salaried,0.63,30,5,17.6,Team_A,5,24.82,1.0,Refused
R00334,HH0126,PSU110,Urban,West,Gujarat,Urban,3,65329,56,Female,Higher Secondary,Farmer,0.85,27,2,10.2,Team_A,9,17.7,2.33,Completed
R00335,HH0127,PSU185,Urban,South,Kerala,Urban,6,76096,42,Male,Secondary,Student,0.73,43,4,13.2,Team_D,6,22.94,1.41,Completed
R00336,HH0127,PSU162,Urban,North,Haryana,Urban,8,81701,51,Male,Secondary,Self-employed,0.79,43,3,11.6,Team_A,10,21.59,2.03,Completed
